,NUMBER_OF_PASSENGER,datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
6876,7631,2020-11-10 19:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6877,3830,2020-11-10 20:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6878,2859,2020-11-10 21:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6879,2692,2020-11-10 22:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6880,695,2020-11-10 23:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6881,36,2020-11-11 00:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6882,1,2020-11-11 01:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6883,344,2020-11-11 05:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6884,2779,2020-11-11 06:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6885,9263,2020-11-11 07:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6886,12543,2020-11-11 08:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6887,6964,2020-11-11 09:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6888,5186,2020-11-11 10:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6889,5230,2020-11-11 11:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6890,5547,2020-11-11 12:00:00,"Istanbul,Turkey",16.0,13.8,14.7,16.0,13.8,14.7,10.9,78.3,1.51,100,12.5,rain,,0.0,29.5,26.7,66.8,1025.8,77.7,12.7,89.2,7.6,4,,2020-11-11T07:47:12,2020-11-11T17:48:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6891,5853,2020-11-11 13:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6892,6489,2020-11-11 14:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6893,6685,2020-11-11 15:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6894,8282,2020-11-11 16:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6895,11171,2020-11-11 17:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6896,14005,2020-11-11 18:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6897,8012,2020-11-11 19:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6898,4059,2020-11-11 20:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6899,2962,2020-11-11 21:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6900,2721,2020-11-11 22:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6901,808,2020-11-11 23:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6902,28,2020-11-12 00:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6903,3,2020-11-12 01:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6904,2,2020-11-12 02:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6905,1,2020-11-12 03:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6906,340,2020-11-12 05:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6907,2777,2020-11-12 06:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6908,9070,2020-11-12 07:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6909,12815,2020-11-12 08:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6910,7561,2020-11-12 09:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6911,5652,2020-11-12 10:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6912,5494,2020-11-12 11:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6913,5634,2020-11-12 12:00:00,"Istanbul,Turkey",17.2,12.2,14.4,17.2,12.2,14.4,9.9,74.3,0.12,100,4.17,rain,,0.0,29.5,21.5,66.4,1025.3,42.6,13.1,97.9,8.5,4,,2020-11-12T07:48:24,2020-11-12T17:47:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6914,6058,2020-11-12 13:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6915,6421,2020-11-12 14:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6916,6593,2020-11-12 15:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6917,8059,2020-11-12 16:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6918,10675,2020-11-12 17:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6919,13323,2020-11-12 18:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6920,7672,2020-11-12 19:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6921,3920,2020-11-12 20:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6922,3077,2020-11-12 21:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6923,2640,2020-11-12 22:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6924,791,2020-11-12 23:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6925,29,2020-11-13 00:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6926,1,2020-11-13 03:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6927,308,2020-11-13 05:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6928,2781,2020-11-13 06:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6929,8995,2020-11-13 07:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6930,12256,2020-11-13 08:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6931,7144,2020-11-13 09:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6932,5270,2020-11-13 10:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6933,5429,2020-11-13 11:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6934,5779,2020-11-13 12:00:00,"Istanbul,Turkey",16.3,11.6,14.0,16.3,11.6,14.0,9.7,75.5,0.0,0,0.0,,,0.0,24.1,16.4,68.7,1023.9,32.3,13.1,86.8,7.4,3,,2020-11-13T07:49:36,2020-11-13T17:46:41,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6935,6016,2020-11-13 13:00:00,"Istanbul,Turkey",14.0,12.3,13.2,14.0,12.3,13.2,9.9,80.9,2.47,100,12.5,rain,,0.0,18.4,11.7,135.8,1023.2,73.0,11.8,66.5,5.7,3,,2020-11-14T07:50:48,2020-11-14T17:45:49,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6936,6632,2020-11-13 14:00:00,"Istanbul,Turkey",14.0,12.3,13.2,14.0,12.3,13.2,9.9,80.9,2.47,100,12.5,rain,,0.0,18.4,11.7,135.8,1023.2,73.0,11.8,66.5,5.7,3,,2020-11-14T07:50:48,2020-11-14T17:45:49,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6937,7108,2020-11-13 15:00:00,"Istanbul,Turkey",14.0,12.3,13.2,14.0,12.3,13.2,9.9,80.9,2.47,100,12.5,rain,,0.0,18.4,11.7,135.8,1023.2,73.0,11.8,66.5,5.7,3,,2020-11-14T07:50:48,2020-11-14T17:45:49,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6938,8635,2020-11-13 16:00:00,"Istanbul,Turkey",14.0,12.3,13.2,14.0,12.3,13.2,9.9,80.9,2.47,100,12.5,rain,,0.0,18.4,11.7,135.8,1023.2,73.0,11.8,66.5,5.7,3,,2020-11-14T07:50:48,2020-11-14T17:45:49,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
6939,11258,2020-11-13 17:00:00,"Istanbul,Turkey",14.0,12.3,13.2,14.0,12.3,13.2,9.9,80.9,2.47,100,12.5,rain,,0.0,18.4,11.7,135.8,1023.2,73.0,11.8,66.5,5.7,3,,2020-11-14T07:50:48,2020-11-14T17:45:49,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
