,NUMBER_OF_PASSENGER,datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
1598,12952,2020-03-08 19:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1599,9475,2020-03-08 20:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1600,7648,2020-03-08 21:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1601,6099,2020-03-08 22:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1602,3226,2020-03-08 23:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1603,152,2020-03-09 00:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1604,6,2020-03-09 01:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1605,7,2020-03-09 02:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1606,1,2020-03-09 04:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1607,518,2020-03-09 05:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1608,6418,2020-03-09 06:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1609,25531,2020-03-09 07:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1610,29739,2020-03-09 08:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1611,15197,2020-03-09 09:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1612,10482,2020-03-09 10:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1613,10718,2020-03-09 11:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1614,12029,2020-03-09 12:00:00,"Istanbul,Turkey",17.5,9.5,13.3,17.5,6.8,12.9,7.3,67.7,0.0,0,0.0,,,0.0,7.6,22.4,78.8,1009.7,28.2,12.8,200.9,17.4,7,,2020-03-09T07:25:08,2020-03-09T19:04:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1615,11615,2020-03-09 13:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1616,12131,2020-03-09 14:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1617,16457,2020-03-09 15:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1618,19570,2020-03-09 16:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1619,24009,2020-03-09 17:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1620,29412,2020-03-09 18:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1621,18675,2020-03-09 19:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1622,9595,2020-03-09 20:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1623,6907,2020-03-09 21:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1624,4858,2020-03-09 22:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1625,2168,2020-03-09 23:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1626,94,2020-03-10 00:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1627,6,2020-03-10 01:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1628,2,2020-03-10 02:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1629,2,2020-03-10 03:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1630,1,2020-03-10 04:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1631,476,2020-03-10 05:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1632,6028,2020-03-10 06:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1633,24219,2020-03-10 07:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1634,29758,2020-03-10 08:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1635,16419,2020-03-10 09:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1636,10609,2020-03-10 10:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1637,10227,2020-03-10 11:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1638,11472,2020-03-10 12:00:00,"Istanbul,Turkey",11.4,9.4,10.5,11.4,6.7,10.2,9.1,90.8,2.36,100,8.33,rain,,0.0,22.3,23.4,210.0,1007.4,84.9,8.7,24.8,2.1,1,,2020-03-10T07:23:31,2020-03-10T19:05:33,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1639,11439,2020-03-10 13:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1640,11401,2020-03-10 14:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1641,16091,2020-03-10 15:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1642,19625,2020-03-10 16:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1643,24115,2020-03-10 17:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1644,28502,2020-03-10 18:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1645,16959,2020-03-10 19:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1646,8598,2020-03-10 20:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1647,6278,2020-03-10 21:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1648,4633,2020-03-10 22:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1649,2191,2020-03-10 23:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1650,131,2020-03-11 00:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1651,7,2020-03-11 01:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1652,5,2020-03-11 02:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1653,2,2020-03-11 03:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1654,1,2020-03-11 04:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1655,499,2020-03-11 05:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1656,5797,2020-03-11 06:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1657,23870,2020-03-11 07:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1658,27963,2020-03-11 08:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1659,14407,2020-03-11 09:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
1660,9474,2020-03-11 10:00:00,"Istanbul,Turkey",16.5,9.1,12.3,16.5,9.1,12.3,8.6,80.2,0.98,100,4.17,rain,,0.0,13.0,7.2,184.1,1016.8,33.5,11.7,169.2,14.8,7,,2020-03-11T07:21:53,2020-03-11T19:06:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
